,Edition,Year,Points type,From,To,Points
2658,vienna-2015,2015,Points given,serbia,estonia,2
2659,vienna-2015,2015,Points given,serbia,latvia,1
2660,vienna-2015,2015,Points given,norway,sweden,12
2661,vienna-2015,2015,Points given,norway,australia,10
2662,vienna-2015,2015,Points given,norway,latvia,8
2663,vienna-2015,2015,Points given,norway,belgium,7
2664,vienna-2015,2015,Points given,norway,lithuania,6
2665,vienna-2015,2015,Points given,norway,italy,5
2666,vienna-2015,2015,Points given,norway,israel,4
2667,vienna-2015,2015,Points given,norway,estonia,3
2668,vienna-2015,2015,Points given,norway,russia,2
2669,vienna-2015,2015,Points given,norway,slovenia,1
2670,vienna-2015,2015,Points given,sweden,australia,12
2671,vienna-2015,2015,Points given,sweden,belgium,10
2672,vienna-2015,2015,Points given,sweden,italy,8
2673,vienna-2015,2015,Points given,sweden,norway,7
2674,vienna-2015,2015,Points given,sweden,russia,6
2675,vienna-2015,2015,Points given,sweden,latvia,5
2676,vienna-2015,2015,Points given,sweden,israel,4
2677,vienna-2015,2015,Points given,sweden,estonia,3
2678,vienna-2015,2015,Points given,sweden,montenegro,2
2679,vienna-2015,2015,Points given,sweden,slovenia,1
2680,vienna-2015,2015,Points given,cyprus,italy,12
2681,vienna-2015,2015,Points given,cyprus,sweden,10
2682,vienna-2015,2015,Points given,cyprus,greece,8
2683,vienna-2015,2015,Points given,cyprus,belgium,7
2684,vienna-2015,2015,Points given,cyprus,israel,6
2685,vienna-2015,2015,Points given,cyprus,russia,5
2686,vienna-2015,2015,Points given,cyprus,australia,4
2687,vienna-2015,2015,Points given,cyprus,latvia,3
2688,vienna-2015,2015,Points given,cyprus,estonia,2
2689,vienna-2015,2015,Points given,cyprus,romania,1
2690,vienna-2015,2015,Points given,australia,sweden,12
2691,vienna-2015,2015,Points given,australia,russia,10
2692,vienna-2015,2015,Points given,australia,italy,8
2693,vienna-2015,2015,Points given,australia,latvia,7
2694,vienna-2015,2015,Points given,australia,belgium,6
2695,vienna-2015,2015,Points given,australia,serbia,5
2696,vienna-2015,2015,Points given,australia,norway,4
2697,vienna-2015,2015,Points given,australia,estonia,3
2698,vienna-2015,2015,Points given,australia,israel,2
2699,vienna-2015,2015,Points given,australia,georgia,1
2700,vienna-2015,2015,Points given,belgium,sweden,12
2701,vienna-2015,2015,Points given,belgium,russia,10
2702,vienna-2015,2015,Points given,belgium,italy,8
2703,vienna-2015,2015,Points given,belgium,latvia,7
2704,vienna-2015,2015,Points given,belgium,albania,6
2705,vienna-2015,2015,Points given,belgium,romania,5
2706,vienna-2015,2015,Points given,belgium,australia,4
2707,vienna-2015,2015,Points given,belgium,armenia,3
2708,vienna-2015,2015,Points given,belgium,estonia,2
2709,vienna-2015,2015,Points given,belgium,georgia,1
2710,vienna-2015,2015,Points given,austria,australia,12
2711,vienna-2015,2015,Points given,austria,italy,10
2712,vienna-2015,2015,Points given,austria,russia,8
2713,vienna-2015,2015,Points given,austria,sweden,7
2714,vienna-2015,2015,Points given,austria,estonia,6
2715,vienna-2015,2015,Points given,austria,belgium,5
2716,vienna-2015,2015,Points given,austria,norway,4
2717,vienna-2015,2015,Points given,austria,serbia,3
2718,vienna-2015,2015,Points given,austria,israel,2
2719,vienna-2015,2015,Points given,austria,latvia,1
2720,vienna-2015,2015,Points given,greece,italy,12
2721,vienna-2015,2015,Points given,greece,cyprus,10
2722,vienna-2015,2015,Points given,greece,russia,8
2723,vienna-2015,2015,Points given,greece,belgium,7
2724,vienna-2015,2015,Points given,greece,albania,6
2725,vienna-2015,2015,Points given,greece,australia,5
2726,vienna-2015,2015,Points given,greece,sweden,4
2727,vienna-2015,2015,Points given,greece,latvia,3
2728,vienna-2015,2015,Points given,greece,georgia,2
2729,vienna-2015,2015,Points given,greece,armenia,1
2730,vienna-2015,2015,Points given,montenegro,serbia,12
2731,vienna-2015,2015,Points given,montenegro,albania,10
2732,vienna-2015,2015,Points given,montenegro,azerbaijan,8
2733,vienna-2015,2015,Points given,montenegro,russia,7
2734,vienna-2015,2015,Points given,montenegro,italy,6
2735,vienna-2015,2015,Points given,montenegro,sweden,5
2736,vienna-2015,2015,Points given,montenegro,slovenia,4
2737,vienna-2015,2015,Points given,montenegro,israel,3
2738,vienna-2015,2015,Points given,montenegro,spain,2
2739,vienna-2015,2015,Points given,montenegro,estonia,1
2740,vienna-2015,2015,Points given,germany,russia,12
2741,vienna-2015,2015,Points given,germany,sweden,10
2742,vienna-2015,2015,Points given,germany,belgium,8
2743,vienna-2015,2015,Points given,germany,australia,7
2744,vienna-2015,2015,Points given,germany,latvia,6
2745,vienna-2015,2015,Points given,germany,israel,5
2746,vienna-2015,2015,Points given,germany,norway,4
2747,vienna-2015,2015,Points given,germany,italy,3
2748,vienna-2015,2015,Points given,germany,estonia,2
2749,vienna-2015,2015,Points given,germany,hungary,1
2750,vienna-2015,2015,Points given,poland,sweden,12
2751,vienna-2015,2015,Points given,poland,latvia,10
2752,vienna-2015,2015,Points given,poland,australia,8
2753,vienna-2015,2015,Points given,poland,italy,7
2754,vienna-2015,2015,Points given,poland,russia,6
2755,vienna-2015,2015,Points given,poland,belgium,5
2756,vienna-2015,2015,Points given,poland,israel,4
2757,vienna-2015,2015,Points given,poland,norway,3
2758,vienna-2015,2015,Points given,poland,estonia,2
2759,vienna-2015,2015,Points given,poland,slovenia,1
2760,vienna-2015,2015,Points given,latvia,sweden,12
2761,vienna-2015,2015,Points given,latvia,russia,10
2762,vienna-2015,2015,Points given,latvia,italy,8
2763,vienna-2015,2015,Points given,latvia,lithuania,7
2764,vienna-2015,2015,Points given,latvia,estonia,6
2765,vienna-2015,2015,Points given,latvia,australia,5
2766,vienna-2015,2015,Points given,latvia,belgium,4
2767,vienna-2015,2015,Points given,latvia,slovenia,3
2768,vienna-2015,2015,Points given,latvia,norway,2
2769,vienna-2015,2015,Points given,latvia,israel,1
2770,vienna-2015,2015,Points given,romania,italy,12
2771,vienna-2015,2015,Points given,romania,russia,10
2772,vienna-2015,2015,Points given,romania,sweden,8
2773,vienna-2015,2015,Points given,romania,belgium,7
2774,vienna-2015,2015,Points given,romania,norway,6
2775,vienna-2015,2015,Points given,romania,latvia,5
2776,vienna-2015,2015,Points given,romania,hungary,4
2777,vienna-2015,2015,Points given,romania,azerbaijan,3
2778,vienna-2015,2015,Points given,romania,australia,2
2779,vienna-2015,2015,Points given,romania,israel,1
2780,vienna-2015,2015,Points given,spain,italy,12
2781,vienna-2015,2015,Points given,spain,russia,10
2782,vienna-2015,2015,Points given,spain,sweden,8
2783,vienna-2015,2015,Points given,spain,australia,7
2784,vienna-2015,2015,Points given,spain,belgium,6
2785,vienna-2015,2015,Points given,spain,romania,5
2786,vienna-2015,2015,Points given,spain,latvia,4
2787,vienna-2015,2015,Points given,spain,estonia,3
2788,vienna-2015,2015,Points given,spain,norway,2
2789,vienna-2015,2015,Points given,spain,israel,1
2790,vienna-2015,2015,Points given,hungary,belgium,12
2791,vienna-2015,2015,Points given,hungary,sweden,10
2792,vienna-2015,2015,Points given,hungary,australia,8
2793,vienna-2015,2015,Points given,hungary,estonia,7
2794,vienna-2015,2015,Points given,hungary,russia,6
2795,vienna-2015,2015,Points given,hungary,latvia,5
2796,vienna-2015,2015,Points given,hungary,norway,4
2797,vienna-2015,2015,Points given,hungary,georgia,3
2798,vienna-2015,2015,Points given,hungary,italy,2
2799,vienna-2015,2015,Points given,hungary,romania,1
2800,vienna-2015,2015,Points given,georgia,armenia,12
2801,vienna-2015,2015,Points given,georgia,azerbaijan,10
2802,vienna-2015,2015,Points given,georgia,italy,8
2803,vienna-2015,2015,Points given,georgia,sweden,7
2804,vienna-2015,2015,Points given,georgia,belgium,6
2805,vienna-2015,2015,Points given,georgia,russia,5
2806,vienna-2015,2015,Points given,georgia,latvia,4
2807,vienna-2015,2015,Points given,georgia,lithuania,3
2808,vienna-2015,2015,Points given,georgia,estonia,2
2809,vienna-2015,2015,Points given,georgia,israel,1
2810,vienna-2015,2015,Points given,azerbaijan,russia,12
2811,vienna-2015,2015,Points given,azerbaijan,georgia,10
2812,vienna-2015,2015,Points given,azerbaijan,italy,8
2813,vienna-2015,2015,Points given,azerbaijan,israel,7
2814,vienna-2015,2015,Points given,azerbaijan,sweden,6
2815,vienna-2015,2015,Points given,azerbaijan,latvia,5
2816,vienna-2015,2015,Points given,azerbaijan,estonia,4
2817,vienna-2015,2015,Points given,azerbaijan,slovenia,3
2818,vienna-2015,2015,Points given,azerbaijan,montenegro,2
2819,vienna-2015,2015,Points given,azerbaijan,spain,1
2820,vienna-2015,2015,Points given,russia,italy,12
2821,vienna-2015,2015,Points given,russia,belgium,10
2822,vienna-2015,2015,Points given,russia,sweden,8
2823,vienna-2015,2015,Points given,russia,estonia,7
2824,vienna-2015,2015,Points given,russia,armenia,6
2825,vienna-2015,2015,Points given,russia,georgia,5
2826,vienna-2015,2015,Points given,russia,australia,4
2827,vienna-2015,2015,Points given,russia,azerbaijan,3
2828,vienna-2015,2015,Points given,russia,latvia,2
2829,vienna-2015,2015,Points given,russia,spain,1
2830,vienna-2015,2015,Points given,albania,italy,12
2831,vienna-2015,2015,Points given,albania,greece,10
2832,vienna-2015,2015,Points given,albania,russia,8
2833,vienna-2015,2015,Points given,albania,sweden,7
2834,vienna-2015,2015,Points given,albania,montenegro,6
2835,vienna-2015,2015,Points given,albania,israel,5
2836,vienna-2015,2015,Points given,albania,estonia,4
2837,vienna-2015,2015,Points given,albania,australia,3
2838,vienna-2015,2015,Points given,albania,serbia,2
2839,vienna-2015,2015,Points given,albania,belgium,1
2840,vienna-2015,2015,Points given,italy,sweden,12
2841,vienna-2015,2015,Points given,italy,russia,10
2842,vienna-2015,2015,Points given,italy,israel,8
2843,vienna-2015,2015,Points given,italy,belgium,7
2844,vienna-2015,2015,Points given,italy,australia,6
2845,vienna-2015,2015,Points given,italy,norway,5
2846,vienna-2015,2015,Points given,italy,latvia,4
2847,vienna-2015,2015,Points given,italy,serbia,3
2848,vienna-2015,2015,Points given,italy,estonia,2
2849,vienna-2015,2015,Points given,italy,poland,1
2850,copenhagen-2014,2014,Points given,ukraine,sweden,12
2851,copenhagen-2014,2014,Points given,ukraine,armenia,10
2852,copenhagen-2014,2014,Points given,ukraine,austria,8
2853,copenhagen-2014,2014,Points given,ukraine,poland,7
2854,copenhagen-2014,2014,Points given,ukraine,belarus,6
2855,copenhagen-2014,2014,Points given,ukraine,germany,5
2856,copenhagen-2014,2014,Points given,ukraine,russia,4
2857,copenhagen-2014,2014,Points given,ukraine,hungary,3
2858,copenhagen-2014,2014,Points given,ukraine,spain,2
2859,copenhagen-2014,2014,Points given,ukraine,azerbaijan,1
2860,copenhagen-2014,2014,Points given,belarus,russia,12
2861,copenhagen-2014,2014,Points given,belarus,armenia,10
2862,copenhagen-2014,2014,Points given,belarus,ukraine,8
2863,copenhagen-2014,2014,Points given,belarus,poland,7
2864,copenhagen-2014,2014,Points given,belarus,greece,6
2865,copenhagen-2014,2014,Points given,belarus,hungary,5
2866,copenhagen-2014,2014,Points given,belarus,norway,4
2867,copenhagen-2014,2014,Points given,belarus,azerbaijan,3
2868,copenhagen-2014,2014,Points given,belarus,the netherlands,2
2869,copenhagen-2014,2014,Points given,belarus,romania,1
2870,copenhagen-2014,2014,Points given,azerbaijan,russia,12
2871,copenhagen-2014,2014,Points given,azerbaijan,ukraine,10
2872,copenhagen-2014,2014,Points given,azerbaijan,hungary,8
2873,copenhagen-2014,2014,Points given,azerbaijan,belarus,7
2874,copenhagen-2014,2014,Points given,azerbaijan,romania,6
2875,copenhagen-2014,2014,Points given,azerbaijan,malta,5
2876,copenhagen-2014,2014,Points given,azerbaijan,greece,4
2877,copenhagen-2014,2014,Points given,azerbaijan,san marino,3
2878,copenhagen-2014,2014,Points given,azerbaijan,poland,2
2879,copenhagen-2014,2014,Points given,azerbaijan,austria,1
2880,copenhagen-2014,2014,Points given,iceland,the netherlands,12
2881,copenhagen-2014,2014,Points given,iceland,austria,10
2882,copenhagen-2014,2014,Points given,iceland,denmark,8
2883,copenhagen-2014,2014,Points given,iceland,sweden,7
2884,copenhagen-2014,2014,Points given,iceland,hungary,6
2885,copenhagen-2014,2014,Points given,iceland,finland,5
2886,copenhagen-2014,2014,Points given,iceland,united kingdom,4
2887,copenhagen-2014,2014,Points given,iceland,poland,3
2888,copenhagen-2014,2014,Points given,iceland,armenia,2
2889,copenhagen-2014,2014,Points given,iceland,norway,1
2890,copenhagen-2014,2014,Points given,norway,the netherlands,12
2891,copenhagen-2014,2014,Points given,norway,austria,10
2892,copenhagen-2014,2014,Points given,norway,sweden,8
2893,copenhagen-2014,2014,Points given,norway,finland,7
2894,copenhagen-2014,2014,Points given,norway,iceland,6
2895,copenhagen-2014,2014,Points given,norway,spain,5
2896,copenhagen-2014,2014,Points given,norway,romania,4
2897,copenhagen-2014,2014,Points given,norway,united kingdom,3
2898,copenhagen-2014,2014,Points given,norway,poland,2
2899,copenhagen-2014,2014,Points given,norway,denmark,1
2900,copenhagen-2014,2014,Points given,romania,sweden,12
2901,copenhagen-2014,2014,Points given,romania,hungary,10
2902,copenhagen-2014,2014,Points given,romania,austria,8
2903,copenhagen-2014,2014,Points given,romania,armenia,7
2904,copenhagen-2014,2014,Points given,romania,switzerland,6
2905,copenhagen-2014,2014,Points given,romania,spain,5
2906,copenhagen-2014,2014,Points given,romania,denmark,4
2907,copenhagen-2014,2014,Points given,romania,the netherlands,3
2908,copenhagen-2014,2014,Points given,romania,germany,2
2909,copenhagen-2014,2014,Points given,romania,norway,1
2910,copenhagen-2014,2014,Points given,armenia,montenegro,12
2911,copenhagen-2014,2014,Points given,armenia,russia,10
2912,copenhagen-2014,2014,Points given,armenia,belarus,8
2913,copenhagen-2014,2014,Points given,armenia,greece,7
2914,copenhagen-2014,2014,Points given,armenia,germany,6
2915,copenhagen-2014,2014,Points given,armenia,switzerland,5
2916,copenhagen-2014,2014,Points given,armenia,the netherlands,4
2917,copenhagen-2014,2014,Points given,armenia,san marino,3
2918,copenhagen-2014,2014,Points given,armenia,spain,2
2919,copenhagen-2014,2014,Points given,armenia,denmark,1
2920,copenhagen-2014,2014,Points given,montenegro,hungary,12
2921,copenhagen-2014,2014,Points given,montenegro,armenia,10
2922,copenhagen-2014,2014,Points given,montenegro,slovenia,8
2923,copenhagen-2014,2014,Points given,montenegro,ukraine,7
2924,copenhagen-2014,2014,Points given,montenegro,italy,6
2925,copenhagen-2014,2014,Points given,montenegro,switzerland,5
2926,copenhagen-2014,2014,Points given,montenegro,poland,4
2927,copenhagen-2014,2014,Points given,montenegro,sweden,3
2928,copenhagen-2014,2014,Points given,montenegro,austria,2
2929,copenhagen-2014,2014,Points given,montenegro,belarus,1
2930,copenhagen-2014,2014,Points given,poland,the netherlands,12
2931,copenhagen-2014,2014,Points given,poland,switzerland,10
2932,copenhagen-2014,2014,Points given,poland,germany,8
2933,copenhagen-2014,2014,Points given,poland,norway,7
2934,copenhagen-2014,2014,Points given,poland,denmark,6
2935,copenhagen-2014,2014,Points given,poland,ukraine,5
2936,copenhagen-2014,2014,Points given,poland,sweden,4
2937,copenhagen-2014,2014,Points given,poland,finland,3
2938,copenhagen-2014,2014,Points given,poland,spain,2
2939,copenhagen-2014,2014,Points given,poland,armenia,1
2940,copenhagen-2014,2014,Points given,greece,austria,12
2941,copenhagen-2014,2014,Points given,greece,russia,10
2942,copenhagen-2014,2014,Points given,greece,the netherlands,8
2943,copenhagen-2014,2014,Points given,greece,armenia,7
2944,copenhagen-2014,2014,Points given,greece,hungary,6
2945,copenhagen-2014,2014,Points given,greece,ukraine,5
2946,copenhagen-2014,2014,Points given,greece,switzerland,4
2947,copenhagen-2014,2014,Points given,greece,norway,3
2948,copenhagen-2014,2014,Points given,greece,sweden,2
2949,copenhagen-2014,2014,Points given,greece,poland,1
2950,copenhagen-2014,2014,Points given,austria,armenia,12
2951,copenhagen-2014,2014,Points given,austria,the netherlands,10
2952,copenhagen-2014,2014,Points given,austria,romania,8
2953,copenhagen-2014,2014,Points given,austria,hungary,7
2954,copenhagen-2014,2014,Points given,austria,sweden,6
2955,copenhagen-2014,2014,Points given,austria,ukraine,5
2956,copenhagen-2014,2014,Points given,austria,finland,4
2957,copenhagen-2014,2014,Points given,austria,switzerland,3
2958,copenhagen-2014,2014,Points given,austria,iceland,2
2959,copenhagen-2014,2014,Points given,austria,norway,1
2960,copenhagen-2014,2014,Points given,germany,the netherlands,12
2961,copenhagen-2014,2014,Points given,germany,poland,10
2962,copenhagen-2014,2014,Points given,germany,denmark,8
2963,copenhagen-2014,2014,Points given,germany,austria,7
2964,copenhagen-2014,2014,Points given,germany,armenia,6
2965,copenhagen-2014,2014,Points given,germany,norway,5
2966,copenhagen-2014,2014,Points given,germany,finland,4
2967,copenhagen-2014,2014,Points given,germany,switzerland,3
2968,copenhagen-2014,2014,Points given,germany,iceland,2
2969,copenhagen-2014,2014,Points given,germany,spain,1
2970,copenhagen-2014,2014,Points given,sweden,austria,12
2971,copenhagen-2014,2014,Points given,sweden,the netherlands,10
2972,copenhagen-2014,2014,Points given,sweden,denmark,8
2973,copenhagen-2014,2014,Points given,sweden,hungary,7
2974,copenhagen-2014,2014,Points given,sweden,finland,6
2975,copenhagen-2014,2014,Points given,sweden,armenia,5
2976,copenhagen-2014,2014,Points given,sweden,iceland,4
2977,copenhagen-2014,2014,Points given,sweden,norway,3
2978,copenhagen-2014,2014,Points given,sweden,poland,2
2979,copenhagen-2014,2014,Points given,sweden,france,1
2980,copenhagen-2014,2014,Points given,france,armenia,12
2981,copenhagen-2014,2014,Points given,france,austria,10
2982,copenhagen-2014,2014,Points given,france,the netherlands,8
2983,copenhagen-2014,2014,Points given,france,iceland,7
2984,copenhagen-2014,2014,Points given,france,spain,6
2985,copenhagen-2014,2014,Points given,france,poland,5
2986,copenhagen-2014,2014,Points given,france,sweden,4
2987,copenhagen-2014,2014,Points given,france,denmark,3
2988,copenhagen-2014,2014,Points given,france,norway,2
2989,copenhagen-2014,2014,Points given,france,italy,1
2990,copenhagen-2014,2014,Points given,russia,belarus,12
2991,copenhagen-2014,2014,Points given,russia,azerbaijan,10
2992,copenhagen-2014,2014,Points given,russia,armenia,8
2993,copenhagen-2014,2014,Points given,russia,ukraine,7
2994,copenhagen-2014,2014,Points given,russia,hungary,6
2995,copenhagen-2014,2014,Points given,russia,austria,5
2996,copenhagen-2014,2014,Points given,russia,greece,4
2997,copenhagen-2014,2014,Points given,russia,the netherlands,3
2998,copenhagen-2014,2014,Points given,russia,sweden,2
2999,copenhagen-2014,2014,Points given,russia,iceland,1
3000,copenhagen-2014,2014,Points given,italy,austria,12
3001,copenhagen-2014,2014,Points given,italy,ukraine,10
3002,copenhagen-2014,2014,Points given,italy,poland,8
3003,copenhagen-2014,2014,Points given,italy,iceland,7
3004,copenhagen-2014,2014,Points given,italy,finland,6
3005,copenhagen-2014,2014,Points given,italy,romania,5
3006,copenhagen-2014,2014,Points given,italy,the netherlands,4
3007,copenhagen-2014,2014,Points given,italy,greece,3
3008,copenhagen-2014,2014,Points given,italy,switzerland,2
3009,copenhagen-2014,2014,Points given,italy,malta,1
3010,copenhagen-2014,2014,Points given,slovenia,austria,12
3011,copenhagen-2014,2014,Points given,slovenia,the netherlands,10
3012,copenhagen-2014,2014,Points given,slovenia,sweden,8
3013,copenhagen-2014,2014,Points given,slovenia,montenegro,7
3014,copenhagen-2014,2014,Points given,slovenia,denmark,6
3015,copenhagen-2014,2014,Points given,slovenia,norway,5
3016,copenhagen-2014,2014,Points given,slovenia,spain,4
3017,copenhagen-2014,2014,Points given,slovenia,switzerland,3
3018,copenhagen-2014,2014,Points given,slovenia,germany,2
3019,copenhagen-2014,2014,Points given,slovenia,poland,1
3020,copenhagen-2014,2014,Points given,finland,austria,12
3021,copenhagen-2014,2014,Points given,finland,sweden,10
3022,copenhagen-2014,2014,Points given,finland,the netherlands,8
3023,copenhagen-2014,2014,Points given,finland,norway,7
3024,copenhagen-2014,2014,Points given,finland,denmark,6
3025,copenhagen-2014,2014,Points given,finland,hungary,5
3026,copenhagen-2014,2014,Points given,finland,armenia,4
3027,copenhagen-2014,2014,Points given,finland,malta,3
3028,copenhagen-2014,2014,Points given,finland,ukraine,2
3029,copenhagen-2014,2014,Points given,finland,france,1
3030,copenhagen-2014,2014,Points given,spain,austria,12
3031,copenhagen-2014,2014,Points given,spain,sweden,10
3032,copenhagen-2014,2014,Points given,spain,romania,8
3033,copenhagen-2014,2014,Points given,spain,the netherlands,7
3034,copenhagen-2014,2014,Points given,spain,ukraine,6
3035,copenhagen-2014,2014,Points given,spain,united kingdom,5
3036,copenhagen-2014,2014,Points given,spain,armenia,4
3037,copenhagen-2014,2014,Points given,spain,denmark,3
3038,copenhagen-2014,2014,Points given,spain,hungary,2
3039,copenhagen-2014,2014,Points given,spain,iceland,1
3040,copenhagen-2014,2014, Points given,switzerland,austria,12
3041,copenhagen-2014,2014, Points given,switzerland,the netherlands,10
3042,copenhagen-2014,2014, Points given,switzerland,spain,8
3043,copenhagen-2014,2014, Points given,switzerland,germany,7
3044,copenhagen-2014,2014, Points given,switzerland,sweden,6
3045,copenhagen-2014,2014, Points given,switzerland,norway,5
3046,copenhagen-2014,2014, Points given,switzerland,finland,4
3047,copenhagen-2014,2014, Points given,switzerland,denmark,3
3048,copenhagen-2014,2014, Points given,switzerland,italy,2
3049,copenhagen-2014,2014, Points given,switzerland,hungary,1
3050,copenhagen-2014,2014,Points given,hungary,the netherlands,12
3051,copenhagen-2014,2014,Points given,hungary,austria,10
3052,copenhagen-2014,2014,Points given,hungary,sweden,8
3053,copenhagen-2014,2014,Points given,hungary,armenia,7
3054,copenhagen-2014,2014,Points given,hungary,finland,6
3055,copenhagen-2014,2014,Points given,hungary,iceland,5
3056,copenhagen-2014,2014,Points given,hungary,san marino,4
3057,copenhagen-2014,2014,Points given,hungary,poland,3
3058,copenhagen-2014,2014,Points given,hungary,ukraine,2
3059,copenhagen-2014,2014,Points given,hungary,switzerland,1
3060,copenhagen-2014,2014,Points given,malta,italy,12
3061,copenhagen-2014,2014,Points given,malta,austria,10
3062,copenhagen-2014,2014,Points given,malta,romania,8
3063,copenhagen-2014,2014,Points given,malta,sweden,7
3064,copenhagen-2014,2014,Points given,malta,armenia,6
3065,copenhagen-2014,2014,Points given,malta,russia,5
3066,copenhagen-2014,2014,Points given,malta,united kingdom,4
3067,copenhagen-2014,2014,Points given,malta,switzerland,3
3068,copenhagen-2014,2014,Points given,malta,norway,2
3069,copenhagen-2014,2014,Points given,malta,greece,1
3070,copenhagen-2014,2014,Points given ,denmark,sweden,12
3071,copenhagen-2014,2014,Points given ,denmark,the netherlands,10
3072,copenhagen-2014,2014,Points given ,denmark,austria,8
3073,copenhagen-2014,2014,Points given ,denmark,united kingdom,7
3074,copenhagen-2014,2014,Points given ,denmark,norway,6
3075,copenhagen-2014,2014,Points given ,denmark,iceland,5
3076,copenhagen-2014,2014,Points given ,denmark,finland,4
3077,copenhagen-2014,2014,Points given ,denmark,hungary,3
3078,copenhagen-2014,2014,Points given ,denmark,armenia,2
3079,copenhagen-2014,2014,Points given ,denmark,ukraine,1
3080,copenhagen-2014,2014,Points given,the-netherlands,austria,12
3081,copenhagen-2014,2014,Points given,the-netherlands,norway,10
3082,copenhagen-2014,2014,Points given,the-netherlands,sweden,8
3083,copenhagen-2014,2014,Points given,the-netherlands,armenia,7
3084,copenhagen-2014,2014,Points given,the-netherlands,iceland,6
3085,copenhagen-2014,2014,Points given,the-netherlands,malta,5
3086,copenhagen-2014,2014,Points given,the-netherlands,hungary,4
3087,copenhagen-2014,2014,Points given,the-netherlands,switzerland,3
3088,copenhagen-2014,2014,Points given,the-netherlands,finland,2
3089,copenhagen-2014,2014,Points given,the-netherlands,denmark,1
3090,copenhagen-2014,2014,Points given,san-marino,azerbaijan,12
3091,copenhagen-2014,2014,Points given,san-marino,sweden,10
3092,copenhagen-2014,2014,Points given,san-marino,iceland,8
3093,copenhagen-2014,2014,Points given,san-marino,hungary,7
3094,copenhagen-2014,2014,Points given,san-marino,armenia,6
3095,copenhagen-2014,2014,Points given,san-marino,united kingdom,5
3096,copenhagen-2014,2014,Points given,san-marino,malta,4
3097,copenhagen-2014,2014,Points given,san-marino,finland,3
3098,copenhagen-2014,2014,Points given,san-marino,the netherlands,2
3099,copenhagen-2014,2014,Points given,san-marino,denmark,1
3100,copenhagen-2014,2014,Points given,united-kingdom,austria,12
3101,copenhagen-2014,2014,Points given,united-kingdom,malta,10
3102,copenhagen-2014,2014,Points given,united-kingdom,the netherlands,8
3103,copenhagen-2014,2014,Points given,united-kingdom,sweden,7
3104,copenhagen-2014,2014,Points given,united-kingdom,finland,6
3105,copenhagen-2014,2014,Points given,united-kingdom, spain,5
3106,copenhagen-2014,2014,Points given,united-kingdom,iceland,4
3107,copenhagen-2014,2014,Points given,united-kingdom,denmark,3
3108,copenhagen-2014,2014,Points given,united-kingdom,greece,2
3109,copenhagen-2014,2014,Points given,united-kingdom,switzerland,1
3110,malmo-2013,2013,Points given,france,denmark,12
3111,malmo-2013,2013,Points given,france,italy,10
3112,malmo-2013,2013,Points given,france,azerbaijan,8
3113,malmo-2013,2013,Points given,france,armenia,7
3114,malmo-2013,2013,Points given,france,russia,6
3115,malmo-2013,2013,Points given,france,belgium,5
3116,malmo-2013,2013,Points given,france,moldova,4
3117,malmo-2013,2013,Points given,france,finland,3
3118,malmo-2013,2013,Points given,france,malta,2
3119,malmo-2013,2013,Points given,france,romania,1
3120,malmo-2013,2013,Points given,lithuania,azerbaijan,12
3121,malmo-2013,2013,Points given,lithuania,ukraine,10
3122,malmo-2013,2013,Points given,lithuania,georgia,8
3123,malmo-2013,2013,Points given,lithuania,russia,7
3124,malmo-2013,2013,Points given,lithuania,norway,6
3125,malmo-2013,2013,Points given,lithuania,hungary,5
3126,malmo-2013,2013,Points given,lithuania,the netherlands,4
3127,malmo-2013,2013,Points given,lithuania,estonia,3
3128,malmo-2013,2013,Points given,lithuania,denmark,2
3129,malmo-2013,2013,Points given,lithuania,belarus,1
3130,malmo-2013,2013,Points given,moldova,ukraine,12
3131,malmo-2013,2013,Points given,moldova,romania,10
3132,malmo-2013,2013,Points given,moldova,azerbaijan,8
3133,malmo-2013,2013,Points given,moldova,russia,7
3134,malmo-2013,2013,Points given,moldova,denmark,6
3135,malmo-2013,2013,Points given,moldova,sweden,5
3136,malmo-2013,2013,Points given,moldova,belarus,4
3137,malmo-2013,2013,Points given,moldova,georgia,3
3138,malmo-2013,2013,Points given,moldova,norway,2
3139,malmo-2013,2013,Points given,moldova,armenia,1
3140,malmo-2013,2013,Points given,finland,norway,12
3141,malmo-2013,2013,Points given,finland,hungary,10
3142,malmo-2013,2013,Points given,finland,the netherlands,8
3143,malmo-2013,2013,Points given,finland,denmark,7
3144,malmo-2013,2013,Points given,finland,estonia,6
3145,malmo-2013,2013,Points given,finland,iceland,5
3146,malmo-2013,2013,Points given,finland,sweden,4
3147,malmo-2013,2013,Points given,finland,belgium,3
3148,malmo-2013,2013,Points given,finland,russia,2
3149,malmo-2013,2013,Points given,finland,greece,1
3150,malmo-2013,2013,Points given,spain,italy,12
3151,malmo-2013,2013,Points given,spain,ukraine,10
3152,malmo-2013,2013,Points given,spain,denmark,8
3153,malmo-2013,2013,Points given,spain,azerbaijan,7
3154,malmo-2013,2013,Points given,spain,russia,6
3155,malmo-2013,2013,Points given,spain,norway,5
3156,malmo-2013,2013,Points given,spain,united kingdom,4
3157,malmo-2013,2013,Points given,spain,germany,3
3158,malmo-2013,2013,Points given,spain,moldova,2
3159,malmo-2013,2013,Points given,spain,malta,1
3160,malmo-2013,2013,Points given,belgium,the netherlands,12
3161,malmo-2013,2013,Points given,belgium,denmark,10
