,Edition,Year,Points type,From,To,Points
7866,millstreet-1993,1993,Points given,ireland,germany,4
7867,millstreet-1993,1993,Points given,ireland,bosnia & herzegovina,3
7868,millstreet-1993,1993,Points given,ireland,malta,2
7869,millstreet-1993,1993,Points given,ireland,iceland,1
7870,millstreet-1993,1993,Points given,luxembourg,switzerland,12
7871,millstreet-1993,1993,Points given,luxembourg,italy,10
7872,millstreet-1993,1993,Points given,luxembourg,united kingdom,8
7873,millstreet-1993,1993,Points given,luxembourg,ireland,7
7874,millstreet-1993,1993,Points given,luxembourg,france,6
7875,millstreet-1993,1993,Points given,luxembourg,sweden,5
7876,millstreet-1993,1993,Points given,luxembourg,portugal,4
7877,millstreet-1993,1993,Points given,luxembourg,denmark,3
7878,millstreet-1993,1993,Points given,luxembourg,finland,2
7879,millstreet-1993,1993,Points given,luxembourg,norway,1
7880,millstreet-1993,1993,Points given,slovenia,ireland,12
7881,millstreet-1993,1993,Points given,slovenia,united kingdom,10
7882,millstreet-1993,1993,Points given,slovenia,switzerland,8
7883,millstreet-1993,1993,Points given,slovenia,the netherlands,7
7884,millstreet-1993,1993,Points given,slovenia,sweden,6
7885,millstreet-1993,1993,Points given,slovenia,iceland,5
7886,millstreet-1993,1993,Points given,slovenia,france,4
7887,millstreet-1993,1993,Points given,slovenia,norway,3
7888,millstreet-1993,1993,Points given,slovenia,spain,2
7889,millstreet-1993,1993,Points given,slovenia,luxembourg,1
7890,millstreet-1993,1993,Points given,finland,norway,12
7891,millstreet-1993,1993,Points given,finland,spain,10
7892,millstreet-1993,1993,Points given,finland,italy,8
7893,millstreet-1993,1993,Points given,finland,sweden,7
7894,millstreet-1993,1993,Points given,finland,greece,6
7895,millstreet-1993,1993,Points given,finland,united kingdom,5
7896,millstreet-1993,1993,Points given,finland,switzerland,4
7897,millstreet-1993,1993,Points given,finland,ireland,3
7898,millstreet-1993,1993,Points given,finland,portugal,2
7899,millstreet-1993,1993,Points given,finland,france,1
7900,millstreet-1993,1993,Points given,united-kingdom,ireland,12
7901,millstreet-1993,1993,Points given,united-kingdom,switzerland,10
7902,millstreet-1993,1993,Points given,united-kingdom,croatia,8
7903,millstreet-1993,1993,Points given,united-kingdom,sweden,7
7904,millstreet-1993,1993,Points given,united-kingdom,malta,6
7905,millstreet-1993,1993,Points given,united-kingdom,cyprus,5
7906,millstreet-1993,1993,Points given,united-kingdom,france,4
7907,millstreet-1993,1993,Points given,united-kingdom,austria,3
7908,millstreet-1993,1993,Points given,united-kingdom,iceland,2
7909,millstreet-1993,1993,Points given,united-kingdom,portugal,1
7910,millstreet-1993,1993,Points given,the-netherlands,portugal,12
7911,millstreet-1993,1993,Points given,the-netherlands,ireland,10
7912,millstreet-1993,1993,Points given,the-netherlands,switzerland,8
7913,millstreet-1993,1993,Points given,the-netherlands,iceland,7
7914,millstreet-1993,1993,Points given,the-netherlands,norway,6
7915,millstreet-1993,1993,Points given,the-netherlands,greece,5
7916,millstreet-1993,1993,Points given,the-netherlands,united kingdom,4
7917,millstreet-1993,1993,Points given,the-netherlands,france,3
7918,millstreet-1993,1993,Points given,the-netherlands,italy,2
7919,millstreet-1993,1993,Points given,the-netherlands,germany,1
7920,millstreet-1993,1993,Points given,croatia,norway,12
7921,millstreet-1993,1993,Points given,croatia,united kingdom,10
7922,millstreet-1993,1993,Points given,croatia,france,8
7923,millstreet-1993,1993,Points given,croatia,spain,7
7924,millstreet-1993,1993,Points given,croatia,ireland,6
7925,millstreet-1993,1993,Points given,croatia,iceland,5
7926,millstreet-1993,1993,Points given,croatia,malta,4
7927,millstreet-1993,1993,Points given,croatia,the netherlands,3
7928,millstreet-1993,1993,Points given,croatia,switzerland,2
7929,millstreet-1993,1993,Points given,croatia,turkey,1
7930,millstreet-1993,1993,Points given,spain,portugal,12
7931,millstreet-1993,1993,Points given,spain,ireland,10
7932,millstreet-1993,1993,Points given,spain,greece,8
7933,millstreet-1993,1993,Points given,spain,the netherlands,7
7934,millstreet-1993,1993,Points given,spain,turkey,6
7935,millstreet-1993,1993,Points given,spain,united kingdom,5
7936,millstreet-1993,1993,Points given,spain,malta,4
7937,millstreet-1993,1993,Points given,spain,switzerland,3
7938,millstreet-1993,1993,Points given,spain,italy,2
7939,millstreet-1993,1993,Points given,spain,croatia,1
7940,millstreet-1993,1993,Points given,cyprus,greece,12
7941,millstreet-1993,1993,Points given,cyprus,france,10
7942,millstreet-1993,1993,Points given,cyprus,norway,8
7943,millstreet-1993,1993,Points given,cyprus,ireland,7
7944,millstreet-1993,1993,Points given,cyprus,switzerland,6
7945,millstreet-1993,1993,Points given,cyprus,spain,5
7946,millstreet-1993,1993,Points given,cyprus,united kingdom,4
7947,millstreet-1993,1993,Points given,cyprus,portugal,3
7948,millstreet-1993,1993,Points given,cyprus,iceland,2
7949,millstreet-1993,1993,Points given,cyprus,malta,1
7950,millstreet-1993,1993,Points given,israel,united kingdom,12
7951,millstreet-1993,1993,Points given,israel,sweden,10
7952,millstreet-1993,1993,Points given,israel,france,8
7953,millstreet-1993,1993,Points given,israel,greece,7
7954,millstreet-1993,1993,Points given,israel,croatia,6
7955,millstreet-1993,1993,Points given,israel,ireland,5
7956,millstreet-1993,1993,Points given,israel,switzerland,4
7957,millstreet-1993,1993,Points given,israel,malta,3
7958,millstreet-1993,1993,Points given,israel,iceland,2
7959,millstreet-1993,1993,Points given,israel,spain,1
7960,millstreet-1993,1993,Points given,norway,ireland,12
7961,millstreet-1993,1993,Points given,norway,the netherlands,10
7962,millstreet-1993,1993,Points given,norway,united kingdom,8
7963,millstreet-1993,1993,Points given,norway,greece,7
7964,millstreet-1993,1993,Points given,norway,france,6
7965,millstreet-1993,1993,Points given,norway,portugal,5
7966,millstreet-1993,1993,Points given,norway,croatia,4
7967,millstreet-1993,1993,Points given,norway,switzerland,3
7968,millstreet-1993,1993,Points given,norway,iceland,2
7969,millstreet-1993,1993,Points given,norway,spain,1
7970,malmo-1992,1992,Points given,spain,malta,12
7971,malmo-1992,1992,Points given,spain,israel,10
7972,malmo-1992,1992,Points given,spain,iceland,8
7973,malmo-1992,1992,Points given,spain,the netherlands,7
7974,malmo-1992,1992,Points given,spain,france,6
7975,malmo-1992,1992,Points given,spain,united kingdom,5
7976,malmo-1992,1992,Points given,spain,denmark,4
7977,malmo-1992,1992,Points given,spain,belgium,3
7978,malmo-1992,1992,Points given,spain,austria,2
7979,malmo-1992,1992,Points given,spain,ireland,1
7980,malmo-1992,1992,Points given,belgium,united kingdom,12
7981,malmo-1992,1992,Points given,belgium,malta,10
7982,malmo-1992,1992,Points given,belgium,austria,8
7983,malmo-1992,1992,Points given,belgium,ireland,7
7984,malmo-1992,1992,Points given,belgium,germany,6
7985,malmo-1992,1992,Points given,belgium,switzerland,5
7986,malmo-1992,1992,Points given,belgium,iceland,4
7987,malmo-1992,1992,Points given,belgium,norway,3
7988,malmo-1992,1992,Points given,belgium,the netherlands,2
7989,malmo-1992,1992,Points given,belgium,spain,1
7990,malmo-1992,1992,Points given,israel,france,12
7991,malmo-1992,1992,Points given,israel,yugoslavia,10
7992,malmo-1992,1992,Points given,israel,portugal,8
7993,malmo-1992,1992,Points given,israel,greece,7
7994,malmo-1992,1992,Points given,israel,denmark,6
7995,malmo-1992,1992,Points given,israel,the netherlands,5
7996,malmo-1992,1992,Points given,israel,iceland,4
7997,malmo-1992,1992,Points given,israel,cyprus,3
7998,malmo-1992,1992,Points given,israel,united kingdom,2
7999,malmo-1992,1992,Points given,israel,finland,1
8000,malmo-1992,1992,Points given,turkey,ireland,12
8001,malmo-1992,1992,Points given,turkey,united kingdom,10
8002,malmo-1992,1992,Points given,turkey,greece,8
8003,malmo-1992,1992,Points given,turkey,the netherlands,7
8004,malmo-1992,1992,Points given,turkey,yugoslavia,6
8005,malmo-1992,1992,Points given,turkey,italy,5
8006,malmo-1992,1992,Points given,turkey,belgium,4
8007,malmo-1992,1992,Points given,turkey,france,3
8008,malmo-1992,1992,Points given,turkey,israel,2
8009,malmo-1992,1992,Points given,turkey,spain,1
8010,malmo-1992,1992,Points given,greece,ireland,12
8011,malmo-1992,1992,Points given,greece,cyprus,10
8012,malmo-1992,1992,Points given,greece,austria,8
8013,malmo-1992,1992,Points given,greece,malta,7
8014,malmo-1992,1992,Points given,greece,iceland,6
8015,malmo-1992,1992,Points given,greece,the netherlands,5
8016,malmo-1992,1992,Points given,greece,spain,4
8017,malmo-1992,1992,Points given,greece,italy,3
8018,malmo-1992,1992,Points given,greece,portugal,2
8019,malmo-1992,1992,Points given,greece,yugoslavia,1
8020,malmo-1992,1992,Points given,france,italy,12
8021,malmo-1992,1992,Points given,france,united kingdom,10
8022,malmo-1992,1992,Points given,france,israel,8
8023,malmo-1992,1992,Points given,france,greece,7
8024,malmo-1992,1992,Points given,france,spain,6
8025,malmo-1992,1992,Points given,france,yugoslavia,5
8026,malmo-1992,1992,Points given,france,the netherlands,4
8027,malmo-1992,1992,Points given,france,belgium,3
8028,malmo-1992,1992,Points given,france,cyprus,2
8029,malmo-1992,1992,Points given,france,sweden,1
8030,malmo-1992,1992,Points given,sweden,malta,12
8031,malmo-1992,1992,Points given,sweden,ireland,10
8032,malmo-1992,1992,Points given,sweden,italy,8
8033,malmo-1992,1992,Points given,sweden,denmark,7
8034,malmo-1992,1992,Points given,sweden,iceland,6
8035,malmo-1992,1992,Points given,sweden,united kingdom,5
8036,malmo-1992,1992,Points given,sweden,israel,4
8037,malmo-1992,1992,Points given,sweden,greece,3
8038,malmo-1992,1992,Points given,sweden,norway,2
8039,malmo-1992,1992,Points given,sweden,austria,1
8040,malmo-1992,1992,Points given,portugal,malta,12
8041,malmo-1992,1992,Points given,portugal,germany,10
8042,malmo-1992,1992,Points given,portugal,italy,8
8043,malmo-1992,1992,Points given,portugal,israel,7
8044,malmo-1992,1992,Points given,portugal,iceland,6
8045,malmo-1992,1992,Points given,portugal,greece,5
8046,malmo-1992,1992,Points given,portugal,ireland,4
8047,malmo-1992,1992,Points given,portugal,austria,3
8048,malmo-1992,1992,Points given,portugal,cyprus,2
8049,malmo-1992,1992,Points given,portugal,denmark,1
8050,malmo-1992,1992,Points given,cyprus,greece,12
8051,malmo-1992,1992,Points given,cyprus,italy,10
8052,malmo-1992,1992,Points given,cyprus,austria,8
8053,malmo-1992,1992,Points given,cyprus,the netherlands,7
8054,malmo-1992,1992,Points given,cyprus,united kingdom,6
8055,malmo-1992,1992,Points given,cyprus,ireland,5
8056,malmo-1992,1992,Points given,cyprus,israel,4
8057,malmo-1992,1992,Points given,cyprus,france,3
8058,malmo-1992,1992,Points given,cyprus,yugoslavia,2
8059,malmo-1992,1992,Points given,cyprus,malta,1
8060,malmo-1992,1992,Points given,malta,ireland,12
8061,malmo-1992,1992,Points given,malta,luxembourg,10
8062,malmo-1992,1992,Points given,malta,turkey,8
8063,malmo-1992,1992,Points given,malta,israel,7
8064,malmo-1992,1992,Points given,malta,united kingdom,6
8065,malmo-1992,1992,Points given,malta,italy,5
8066,malmo-1992,1992,Points given,malta,austria,4
8067,malmo-1992,1992,Points given,malta,yugoslavia,3
8068,malmo-1992,1992,Points given,malta,spain,2
8069,malmo-1992,1992,Points given,malta,cyprus,1
8070,malmo-1992,1992,Points given,iceland,switzerland,12
8071,malmo-1992,1992,Points given,iceland,italy,10
8072,malmo-1992,1992,Points given,iceland,malta,8
8073,malmo-1992,1992,Points given,iceland,ireland,7
8074,malmo-1992,1992,Points given,iceland,denmark,6
8075,malmo-1992,1992,Points given,iceland,yugoslavia,5
8076,malmo-1992,1992,Points given,iceland,united kingdom,4
8077,malmo-1992,1992,Points given,iceland,the netherlands,3
8078,malmo-1992,1992,Points given,iceland,greece,2
8079,malmo-1992,1992,Points given,iceland,norway,1
8080,malmo-1992,1992,Points given,finland,italy,12
8081,malmo-1992,1992,Points given,finland,ireland,10
8082,malmo-1992,1992,Points given,finland,cyprus,8
8083,malmo-1992,1992,Points given,finland,france,7
8084,malmo-1992,1992,Points given,finland,united kingdom,6
8085,malmo-1992,1992,Points given,finland,greece,5
8086,malmo-1992,1992,Points given,finland,yugoslavia,4
8087,malmo-1992,1992,Points given,finland,spain,3
8088,malmo-1992,1992,Points given,finland,portugal,2
8089,malmo-1992,1992,Points given,finland,norway,1
8090,malmo-1992,1992,Points given,switzerland,france,12
8091,malmo-1992,1992,Points given,switzerland,greece,10
8092,malmo-1992,1992,Points given,switzerland,united kingdom,8
8093,malmo-1992,1992,Points given,switzerland,italy,7
8094,malmo-1992,1992,Points given,switzerland,ireland,6
8095,malmo-1992,1992,Points given,switzerland,malta,5
8096,malmo-1992,1992,Points given,switzerland,israel,4
8097,malmo-1992,1992,Points given,switzerland,iceland,3
8098,malmo-1992,1992,Points given,switzerland,cyprus,2
8099,malmo-1992,1992,Points given,switzerland,the netherlands,1
8100,malmo-1992,1992,Points given,luxembourg,malta,12
8101,malmo-1992,1992,Points given,luxembourg,ireland,10
8102,malmo-1992,1992,Points given,luxembourg,israel,8
8103,malmo-1992,1992,Points given,luxembourg,united kingdom,7
8104,malmo-1992,1992,Points given,luxembourg,denmark,6
8105,malmo-1992,1992,Points given,luxembourg,iceland,5
8106,malmo-1992,1992,Points given,luxembourg,norway,4
8107,malmo-1992,1992,Points given,luxembourg,spain,3
8108,malmo-1992,1992,Points given,luxembourg,yugoslavia,2
8109,malmo-1992,1992,Points given,luxembourg,belgium,1
8110,malmo-1992,1992,Points given,austria,united kingdom,12
8111,malmo-1992,1992,Points given,austria,ireland,10
8112,malmo-1992,1992,Points given,austria,malta,8
8113,malmo-1992,1992,Points given,austria,iceland,7
8114,malmo-1992,1992,Points given,austria,italy,6
8115,malmo-1992,1992,Points given,austria,the netherlands,5
8116,malmo-1992,1992,Points given,austria,greece,4
8117,malmo-1992,1992,Points given,austria,denmark,3
8118,malmo-1992,1992,Points given,austria,spain,2
8119,malmo-1992,1992,Points given,austria,israel,1
8120,malmo-1992,1992,Points given,united-kingdom,iceland,12
8121,malmo-1992,1992,Points given,united-kingdom,austria,10
8122,malmo-1992,1992,Points given,united-kingdom,ireland,8
8123,malmo-1992,1992,Points given,united-kingdom,israel,7
8124,malmo-1992,1992,Points given,united-kingdom,germany,6
8125,malmo-1992,1992,Points given,united-kingdom,norway,5
8126,malmo-1992,1992,Points given,united-kingdom,switzerland,4
8127,malmo-1992,1992,Points given,united-kingdom,denmark,3
8128,malmo-1992,1992,Points given,united-kingdom,the netherlands,2
8129,malmo-1992,1992,Points given,united-kingdom,spain,1
8130,malmo-1992,1992,Points given,ireland,austria,12
8131,malmo-1992,1992,Points given,ireland,malta,10
8132,malmo-1992,1992,Points given,ireland,the netherlands,8
8133,malmo-1992,1992,Points given,ireland,united kingdom,7
8134,malmo-1992,1992,Points given,ireland,cyprus,6
8135,malmo-1992,1992,Points given,ireland,france,5
8136,malmo-1992,1992,Points given,ireland,yugoslavia,4
8137,malmo-1992,1992,Points given,ireland,turkey,3
8138,malmo-1992,1992,Points given,ireland,germany,2
8139,malmo-1992,1992,Points given,ireland,switzerland,1
8140,malmo-1992,1992,Points given,denmark,united kingdom,12
8141,malmo-1992,1992,Points given,denmark,ireland,10
8142,malmo-1992,1992,Points given,denmark,malta,8
8143,malmo-1992,1992,Points given,denmark,austria,7
8144,malmo-1992,1992,Points given,denmark,norway,6
8145,malmo-1992,1992,Points given,denmark,iceland,5
8146,malmo-1992,1992,Points given,denmark,sweden,4
8147,malmo-1992,1992,Points given,denmark,germany,3
8148,malmo-1992,1992,Points given,denmark,israel,2
8149,malmo-1992,1992,Points given,denmark,spain,1
8150,malmo-1992,1992,Points given,italy,greece,12
8151,malmo-1992,1992,Points given,italy,switzerland,10
8152,malmo-1992,1992,Points given,italy,united kingdom,8
8153,malmo-1992,1992,Points given,italy,spain,7
8154,malmo-1992,1992,Points given,italy,france,6
8155,malmo-1992,1992,Points given,italy,iceland,5
8156,malmo-1992,1992,Points given,italy,cyprus,4
8157,malmo-1992,1992,Points given,italy,malta,3
8158,malmo-1992,1992,Points given,italy,ireland,2
8159,malmo-1992,1992,Points given,italy,portugal,1
8160,malmo-1992,1992,Points given,yugoslavia,israel,12
8161,malmo-1992,1992,Points given,yugoslavia,malta,10
8162,malmo-1992,1992,Points given,yugoslavia,cyprus,8
8163,malmo-1992,1992,Points given,yugoslavia,greece,7
8164,malmo-1992,1992,Points given,yugoslavia,turkey,6
8165,malmo-1992,1992,Points given,yugoslavia,portugal,5
8166,malmo-1992,1992,Points given,yugoslavia,sweden,4
8167,malmo-1992,1992,Points given,yugoslavia,finland,3
8168,malmo-1992,1992,Points given,yugoslavia,ireland,2
8169,malmo-1992,1992,Points given,yugoslavia,norway,1
8170,malmo-1992,1992,Points given,norway,italy,12
8171,malmo-1992,1992,Points given,norway,france,10
8172,malmo-1992,1992,Points given,norway,greece,8
8173,malmo-1992,1992,Points given,norway,ireland,7
8174,malmo-1992,1992,Points given,norway,denmark,6
8175,malmo-1992,1992,Points given,norway,spain,5
8176,malmo-1992,1992,Points given,norway,the netherlands,4
8177,malmo-1992,1992,Points given,norway,cyprus,3
8178,malmo-1992,1992,Points given,norway,israel,2
8179,malmo-1992,1992,Points given,norway,iceland,1
8180,malmo-1992,1992,Points given,germany,united kingdom,12
8181,malmo-1992,1992,Points given,germany,ireland,10
8182,malmo-1992,1992,Points given,germany,portugal,8
8183,malmo-1992,1992,Points given,germany,the netherlands,7
8184,malmo-1992,1992,Points given,germany,iceland,6
8185,malmo-1992,1992,Points given,germany,denmark,5
8186,malmo-1992,1992,Points given,germany,israel,4
8187,malmo-1992,1992,Points given,germany,france,3
8188,malmo-1992,1992,Points given,germany,yugoslavia,2
8189,malmo-1992,1992,Points given,germany,italy,1
8190,malmo-1992,1992,Points given,the-netherlands,italy,12
8191,malmo-1992,1992,Points given,the-netherlands,ireland,10
8192,malmo-1992,1992,Points given,the-netherlands,cyprus,8
8193,malmo-1992,1992,Points given,the-netherlands,united kingdom,7
8194,malmo-1992,1992,Points given,the-netherlands,france,6
8195,malmo-1992,1992,Points given,the-netherlands,malta,5
8196,malmo-1992,1992,Points given,the-netherlands,greece,4
8197,malmo-1992,1992,Points given,the-netherlands,israel,3
8198,malmo-1992,1992,Points given,the-netherlands,iceland,2
8199,malmo-1992,1992,Points given,the-netherlands,spain,1
8200,rome-1991,1991,Points given,yugoslavia,israel,12
8201,rome-1991,1991,Points given,yugoslavia,france,10
8202,rome-1991,1991,Points given,yugoslavia,spain,8
8203,rome-1991,1991,Points given,yugoslavia,italy,7
8204,rome-1991,1991,Points given,yugoslavia,sweden,6
8205,rome-1991,1991,Points given,yugoslavia,switzerland,5
8206,rome-1991,1991,Points given,yugoslavia,greece,4
8207,rome-1991,1991,Points given,yugoslavia,ireland,3
8208,rome-1991,1991,Points given,yugoslavia,cyprus,2
8209,rome-1991,1991,Points given,yugoslavia,malta,1
8210,rome-1991,1991,Points given,iceland,sweden,12
8211,rome-1991,1991,Points given,iceland,israel,10
8212,rome-1991,1991,Points given,iceland,portugal,8
8213,rome-1991,1991,Points given,iceland,france,7
8214,rome-1991,1991,Points given,iceland,norway,6
8215,rome-1991,1991,Points given,iceland,switzerland,5
8216,rome-1991,1991,Points given,iceland,luxembourg,4
8217,rome-1991,1991,Points given,iceland,cyprus,3
8218,rome-1991,1991,Points given,iceland,spain,2
8219,rome-1991,1991,Points given,iceland,finland,1
8220,rome-1991,1991,Points given,malta,cyprus,12
8221,rome-1991,1991,Points given,malta,united kingdom,10
8222,rome-1991,1991,Points given,malta,israel,8
8223,rome-1991,1991,Points given,malta,turkey,7
8224,rome-1991,1991,Points given,malta,spain,6
8225,rome-1991,1991,Points given,malta,greece,5
8226,rome-1991,1991,Points given,malta,ireland,4
8227,rome-1991,1991,Points given,malta,france,3
8228,rome-1991,1991,Points given,malta,italy,2
8229,rome-1991,1991,Points given,malta,yugoslavia,1
8230,rome-1991,1991,Points given,greece,cyprus,12
8231,rome-1991,1991,Points given,greece,spain,10
8232,rome-1991,1991,Points given,greece,france,8
8233,rome-1991,1991,Points given,greece,switzerland,7
8234,rome-1991,1991,Points given,greece,italy,6
8235,rome-1991,1991,Points given,greece,israel,5
8236,rome-1991,1991,Points given,greece,portugal,4
8237,rome-1991,1991,Points given,greece,united kingdom,3
8238,rome-1991,1991,Points given,greece,malta,2
8239,rome-1991,1991,Points given,greece,finland,1
8240,rome-1991,1991,Points given,switzerland,spain,12
8241,rome-1991,1991,Points given,switzerland,sweden,10
8242,rome-1991,1991,Points given,switzerland,israel,8
8243,rome-1991,1991,Points given,switzerland,france,7
8244,rome-1991,1991,Points given,switzerland,malta,6
8245,rome-1991,1991,Points given,switzerland,united kingdom,5
8246,rome-1991,1991,Points given,switzerland,iceland,4
8247,rome-1991,1991,Points given,switzerland,ireland,3
8248,rome-1991,1991,Points given,switzerland,italy,2
8249,rome-1991,1991,Points given,switzerland,portugal,1
8250,rome-1991,1991,Points given,austria,france,12
8251,rome-1991,1991,Points given,austria,sweden,10
8252,rome-1991,1991,Points given,austria,switzerland,8
8253,rome-1991,1991,Points given,austria,spain,7
8254,rome-1991,1991,Points given,austria,united kingdom,6
8255,rome-1991,1991,Points given,austria,luxembourg,5
8256,rome-1991,1991,Points given,austria,malta,4
8257,rome-1991,1991,Points given,austria,belgium,3
8258,rome-1991,1991,Points given,austria,greece,2
8259,rome-1991,1991,Points given,austria,ireland,1
8260,rome-1991,1991,Points given,luxembourg,switzerland,12
8261,rome-1991,1991,Points given,luxembourg,malta,10
8262,rome-1991,1991,Points given,luxembourg,ireland,8
8263,rome-1991,1991,Points given,luxembourg,sweden,7
8264,rome-1991,1991,Points given,luxembourg,spain,6
8265,rome-1991,1991,Points given,luxembourg,israel,5
8266,rome-1991,1991,Points given,luxembourg,cyprus,4
8267,rome-1991,1991,Points given,luxembourg,united kingdom,3
8268,rome-1991,1991,Points given,luxembourg,portugal,2
8269,rome-1991,1991,Points given,luxembourg,norway,1
8270,rome-1991,1991,Points given,sweden,malta,12
8271,rome-1991,1991,Points given,sweden,iceland,10
8272,rome-1991,1991,Points given,sweden,switzerland,8
8273,rome-1991,1991,Points given,sweden,portugal,7
8274,rome-1991,1991,Points given,sweden,israel,6
8275,rome-1991,1991,Points given,sweden,france,5
8276,rome-1991,1991,Points given,sweden,spain,4
8277,rome-1991,1991,Points given,sweden,denmark,3
8278,rome-1991,1991,Points given,sweden,belgium,2
8279,rome-1991,1991,Points given,sweden,luxembourg,1
8280,rome-1991,1991,Points given,france,cyprus,12
8281,rome-1991,1991,Points given,france,portugal,10
8282,rome-1991,1991,Points given,france,italy,8
8283,rome-1991,1991,Points given,france,turkey,7
8284,rome-1991,1991,Points given,france,spain,6
8285,rome-1991,1991,Points given,france,belgium,5
8286,rome-1991,1991,Points given,france,switzerland,4
8287,rome-1991,1991,Points given,france,israel,3
8288,rome-1991,1991,Points given,france,malta,2
8289,rome-1991,1991,Points given,france,united kingdom,1
8290,rome-1991,1991,Points given,turkey,israel,12
8291,rome-1991,1991,Points given,turkey,italy,10
8292,rome-1991,1991,Points given,turkey,spain,8
8293,rome-1991,1991,Points given,turkey,malta,7
8294,rome-1991,1991,Points given,turkey,sweden,6
8295,rome-1991,1991,Points given,turkey,portugal,5
8296,rome-1991,1991,Points given,turkey,ireland,4
8297,rome-1991,1991,Points given,turkey,luxembourg,3
8298,rome-1991,1991,Points given,turkey,switzerland,2
8299,rome-1991,1991,Points given,turkey,norway,1
8300,rome-1991,1991,Points given,ireland,malta,12
8301,rome-1991,1991,Points given,ireland,italy,10
8302,rome-1991,1991,Points given,ireland,israel,8
8303,rome-1991,1991,Points given,ireland,france,7
8304,rome-1991,1991,Points given,ireland,spain,6
8305,rome-1991,1991,Points given,ireland,cyprus,5
8306,rome-1991,1991,Points given,ireland,finland,4
8307,rome-1991,1991,Points given,ireland,sweden,3
8308,rome-1991,1991,Points given,ireland,switzerland,2
8309,rome-1991,1991,Points given,ireland,greece,1
8310,rome-1991,1991,Points given,portugal,italy,12
8311,rome-1991,1991,Points given,portugal,sweden,10
8312,rome-1991,1991,Points given,portugal,spain,8
8313,rome-1991,1991,Points given,portugal,malta,7
8314,rome-1991,1991,Points given,portugal,switzerland,6
8315,rome-1991,1991,Points given,portugal,france,5
8316,rome-1991,1991,Points given,portugal,israel,4
8317,rome-1991,1991,Points given,portugal,cyprus,3
8318,rome-1991,1991,Points given,portugal,luxembourg,2
8319,rome-1991,1991,Points given,portugal,united kingdom,1
8320,rome-1991,1991,Points given,denmark,sweden,12
8321,rome-1991,1991,Points given,denmark,israel,10
8322,rome-1991,1991,Points given,denmark,turkey,8
8323,rome-1991,1991,Points given,denmark,ireland,7
8324,rome-1991,1991,Points given,denmark,germany,6
8325,rome-1991,1991,Points given,denmark,switzerland,5
8326,rome-1991,1991,Points given,denmark,luxembourg,4
8327,rome-1991,1991,Points given,denmark,united kingdom,3
8328,rome-1991,1991,Points given,denmark,norway,2
8329,rome-1991,1991,Points given,denmark,portugal,1
8330,rome-1991,1991,Points given,norway,france,12
8331,rome-1991,1991,Points given,norway,italy,10
8332,rome-1991,1991,Points given,norway,sweden,8
8333,rome-1991,1991,Points given,norway,israel,7
8334,rome-1991,1991,Points given,norway,malta,6
8335,rome-1991,1991,Points given,norway,denmark,5
8336,rome-1991,1991,Points given,norway,spain,4
8337,rome-1991,1991,Points given,norway,switzerland,3
8338,rome-1991,1991,Points given,norway,portugal,2
8339,rome-1991,1991,Points given,norway,greece,1
8340,rome-1991,1991,Points given,israel,france,12
8341,rome-1991,1991,Points given,israel,sweden,10
8342,rome-1991,1991,Points given,israel,switzerland,8
8343,rome-1991,1991,Points given,israel,turkey,7
8344,rome-1991,1991,Points given,israel,cyprus,6
8345,rome-1991,1991,Points given,israel,united kingdom,5
8346,rome-1991,1991,Points given,israel,greece,4
8347,rome-1991,1991,Points given,israel,italy,3
8348,rome-1991,1991,Points given,israel,spain,2
8349,rome-1991,1991,Points given,israel,ireland,1
8350,rome-1991,1991,Points given,finland,italy,12
8351,rome-1991,1991,Points given,finland,france,10
8352,rome-1991,1991,Points given,finland,sweden,8
8353,rome-1991,1991,Points given,finland,portugal,7
8354,rome-1991,1991,Points given,finland, israel,6
8355,rome-1991,1991,Points given,finland,switzerland,5
8356,rome-1991,1991,Points given,finland,spain,4
8357,rome-1991,1991,Points given,finland,belgium,3
8358,rome-1991,1991,Points given,finland,ireland,2
8359,rome-1991,1991,Points given,finland,greece,1
8360,rome-1991,1991,Points given,germany,sweden,12
8361,rome-1991,1991,Points given,germany,malta,10
8362,rome-1991,1991,Points given,germany,france,8
8363,rome-1991,1991,Points given,germany,spain,7
8364,rome-1991,1991,Points given,germany,switzerland,6
8365,rome-1991,1991,Points given,germany,iceland,5
8366,rome-1991,1991,Points given,germany,norway,4
8367,rome-1991,1991,Points given,germany,luxembourg,3
8368,rome-1991,1991,Points given,germany,ireland,2
8369,rome-1991,1991,Points given,germany,cyprus,1
8370,rome-1991,1991,Points given,belgium,switzerland,12
8371,rome-1991,1991,Points given,belgium,sweden,10
8372,rome-1991,1991,Points given,belgium,israel,8
8373,rome-1991,1991,Points given,belgium,france,7
8374,rome-1991,1991,Points given,belgium,spain,6
8375,rome-1991,1991,Points given,belgium,ireland,5
8376,rome-1991,1991,Points given,belgium,malta,4
8377,rome-1991,1991,Points given,belgium,united kingdom,3
8378,rome-1991,1991,Points given,belgium,luxembourg,2
8379,rome-1991,1991,Points given,belgium,greece,1
8380,rome-1991,1991,Points given,spain,israel,12
8381,rome-1991,1991,Points given,spain,portugal,10
8382,rome-1991,1991,Points given,spain,france,8
8383,rome-1991,1991,Points given,spain,italy,7
8384,rome-1991,1991,Points given,spain,malta,6
8385,rome-1991,1991,Points given,spain,greece,5
8386,rome-1991,1991,Points given,spain,sweden,4
